# t_us_pico,raw,volt
14044033,20148,1.0145
14048036,18484,0.9308
14052034,18484,0.9308
14056035,19796,0.9968
14060036,20212,1.0178
14064034,19028,0.9582
14068031,17812,0.8969
14072032,18020,0.9074
14076036,19556,0.9847
14080036,20501,1.0323
14084033,19460,0.9799
14088034,18356,0.9243
14092036,18820,0.9477
14096033,20677,1.0412
14100034,22037,1.1097
14104032,21509,1.0831
14108036,21029,1.0589
14112038,21717,1.0936
14116035,23893,1.2031
14120032,25606,1.2894
14124033,25606,1.2894
14128034,25270,1.2725
14132031,26278,1.3232
14136031,28695,1.4449
14140036,30359,1.5287
14144032,29943,1.5078
14148034,29415,1.4812
14152035,30375,1.5295
14156035,32167,1.6198
14160037,33320,1.6778
14164031,32792,1.6512
14168036,31815,1.6020
14172036,32375,1.6302
14176033,33896,1.7068
14180032,34488,1.7366
14184034,33464,1.6851
14188034,32295,1.6262
14192033,32375,1.6302
14196030,34056,1.7149
14200037,35016,1.7632
14204035,34152,1.7197
14208034,32984,1.6609
14212035,33480,1.6859
14216030,34792,1.7519
14220037,35384,1.7818
14224034,34424,1.7334
14228031,33352,1.6794
14232034,34104,1.7173
14236036,35784,1.8019
14240032,36744,1.8502
14244031,35784,1.8019
14248032,34552,1.7399
14252038,34952,1.7600
14256035,36600,1.8430
14260036,37177,1.8720
14264036,35800,1.8027
14268031,34488,1.7366
14272035,34008,1.7125
14276032,34664,1.7455
14280034,35032,1.7640
14284036,33576,1.6907
14288033,32263,1.6246
14292035,32327,1.6278
14296035,33944,1.7092
14300036,34728,1.7487
14304030,33464,1.6851
14308032,32247,1.6238
14312032,32103,1.6165
14316030,33704,1.6972
14320034,34248,1.7246
14324033,33224,1.6730
14328035,32135,1.6182
14332032,32215,1.6222
14336031,33592,1.6915
14340032,34328,1.7286
14344028,33192,1.6714
14348032,31927,1.6077
14352028,32103,1.6165
14356038,33848,1.7044
14360033,34296,1.7270
14364034,33304,1.6770
14368033,32103,1.6165
14372032,32455,1.6343
14376036,33800,1.7020
14380031,34504,1.7374
14384034,33112,1.6673
14388033,31895,1.6061
14392034,32247,1.6238
14396030,33480,1.6859
14400035,33976,1.7109
14404031,33288,1.6762
14408030,31815,1.6020
14412034,32151,1.6190
14416031,33576,1.6907
14420031,34104,1.7173
14424030,32968,1.6601
14428036,31751,1.5988
14432035,32135,1.6182
14436031,33416,1.6827
14440032,34184,1.7213
14444032,33160,1.6698
14448035,31975,1.6101
14452030,32215,1.6222
14456033,33480,1.6859
14460031,34040,1.7141
14464037,33064,1.6649
14468035,31911,1.6069
14472031,32311,1.6270
14476032,33816,1.7028
14480036,34328,1.7286
14484030,33400,1.6818
14488028,32231,1.6230
14492035,32503,1.6367
14496031,34408,1.7326
14500037,35016,1.7632
14504030,33784,1.7012
14508031,32263,1.6246
14512031,32391,1.6310
14516030,34088,1.7165
14520035,34664,1.7455
14524033,33928,1.7084
14528031,32407,1.6318
14532034,32439,1.6335
14536032,34216,1.7229
14540033,34344,1.7294
14544030,33288,1.6762
14548033,31895,1.6061
14552034,31911,1.6069
14556035,33256,1.6746
14560034,33560,1.6899
14564035,31943,1.6085
14568031,31303,1.5763
14572035,32503,1.6367
14576030,34744,1.7495
14580031,37561,1.8914
14584035,39593,1.9937
14588036,40970,2.0630
14592031,43242,2.1774
14596036,45355,2.2838
14600037,44218,2.2266
14604034,40169,2.0227
14608036,35784,1.8019
14612035,32695,1.6463
14616033,32231,1.6230
14620031,31735,1.5980
14624035,30695,1.5456
14628035,30535,1.5376
14632037,31367,1.5795
14636036,33080,1.6657
14640032,33784,1.7012
14644034,32663,1.6447
14648033,31399,1.5811
14652030,31703,1.5964
14656036,33272,1.6754
14660037,33880,1.7060
14664030,32711,1.6472
14668033,31399,1.5811
14672034,31559,1.5891
14676033,32920,1.6577
14680032,33544,1.6891
14684033,32615,1.6423
14688038,31783,1.6004
14692030,32087,1.6157
14696034,33368,1.6802
14700037,34072,1.7157
14704035,32808,1.6520
14708030,31591,1.5908
14712035,31975,1.6101
14716035,33560,1.6899
14720035,34040,1.7141
14724033,32888,1.6561
14728031,31767,1.5996
14732036,32055,1.6141
14736034,33976,1.7109
14740032,34184,1.7213
14744030,33016,1.6625
14748029,31991,1.6109
14752034,32471,1.6351
14756033,34008,1.7125
14760031,34392,1.7318
14764031,33368,1.6802
14768035,32199,1.6214
14772033,32535,1.6383
14776035,34360,1.7302
14780029,35304,1.7777
14784030,34024,1.7133
14788034,33048,1.6641
14792032,33608,1.6923
14796030,35416,1.7834
14800034,35848,1.8051
14804030,34840,1.7544
14808033,33624,1.6931
14812038,34248,1.7246
14816033,35880,1.8067
14820034,36152,1.8204
14824033,34952,1.7600
14828030,33768,1.7004
14832031,33864,1.7052
14836037,35160,1.7705
14840033,35512,1.7882
14844033,33944,1.7092
14848034,32647,1.6439
14852035,32471,1.6351
14856034,33704,1.6972
14860035,33976,1.7109
14864032,32631,1.6431
14868033,31287,1.5754
14872036,31495,1.5859
14876035,33000,1.6617
14880034,33352,1.6794
14884038,32231,1.6230
14888033,30903,1.5561
14892029,31191,1.5706
14896035,32776,1.6504
14900033,33464,1.6851
14904033,32087,1.6157
14908035,30775,1.5497
14912033,31015,1.5618
14916034,32599,1.6415
14920029,33064,1.6649
14924037,31975,1.6101
14928036,31063,1.5642
14932031,31687,1.5956
14936031,33240,1.6738
14940035,33480,1.6859
14944035,32343,1.6286
14948034,31271,1.5746
14952034,31559,1.5891
14956033,32984,1.6609
14960037,33432,1.6835
14964035,32295,1.6262
14968036,31191,1.5706
14972033,31463,1.5843
14976035,32856,1.6545
14980030,33592,1.6915
14984034,32471,1.6351
14988034,31207,1.5714
14992031,31543,1.5883
14996034,33160,1.6698
15000035,33704,1.6972
15004034,32583,1.6407
15008032,30999,1.5609
15012037,31207,1.5714
15016035,32663,1.6447
15020030,33416,1.6827
15024033,32087,1.6157
15028034,31159,1.5690
15032030,31207,1.5714
15036037,32727,1.6480
15040031,33176,1.6706
15044030,31879,1.6053
15048032,31159,1.5690
15052035,30999,1.5609
15056033,32792,1.6512
15060035,33528,1.6883
15064031,32343,1.6286
15068034,31335,1.5779
15072036,31559,1.5891
15076029,32872,1.6553
15080034,33352,1.6794
15084034,32199,1.6214
15088034,31159,1.5690
15092031,31703,1.5964
15096032,33256,1.6746
15100028,33608,1.6923
15104035,32407,1.6318
15108031,31239,1.5730
15112032,31639,1.5932
15116031,33048,1.6641
15120035,33320,1.6778
15124028,32071,1.6149
15128034,31015,1.5618
15132038,31431,1.5827
15136030,33032,1.6633
15140036,33400,1.6818
15144030,32215,1.6222
15148037,30999,1.5609
15152035,31703,1.5964
15156030,33544,1.6891
15160033,34008,1.7125
15164033,32984,1.6609
15168030,31767,1.5996
15172032,32279,1.6254
15176035,33656,1.6947
15180035,34136,1.7189
15184037,33256,1.6746
15188029,32679,1.6455
15192036,33576,1.6907
15196033,35368,1.7809
15200037,35560,1.7906
15204032,34552,1.7399
15208032,33384,1.6810
15212037,33864,1.7052
15216037,35320,1.7785
15220036,34856,1.7552
15224032,33016,1.6625
15228031,31191,1.5706
15232031,30999,1.5609
15236032,32183,1.6206
15240035,32407,1.6318
15244032,31655,1.5940
15248032,30247,1.5231
15252031,30679,1.5448
15256036,32135,1.6182
15260035,32359,1.6294
15264031,31031,1.5626
15268031,30215,1.5215
15272035,30679,1.5448
15276032,32055,1.6141
15280031,32151,1.6190
15284032,31127,1.5674
15288038,30423,1.5319
15292032,30695,1.5456
15296034,32279,1.6254
15300031,33048,1.6641
15304030,31591,1.5908
15308035,30135,1.5174
15312034,30439,1.5327
15316035,32167,1.6198
15320030,32679,1.6455
15324030,31559,1.5891
15328033,30647,1.5432
15332035,30583,1.5400
15336029,31783,1.6004
15340033,31591,1.5908
15344035,30167,1.5191
15348036,29655,1.4933
15352033,30967,1.5593
15356037,33864,1.7052
15360030,36696,1.8478
15364031,38217,1.9244
15368030,39241,1.9760
15372033,41322,2.0808
15376038,42698,2.1500
15380033,41194,2.0743
15384036,37945,1.9107
15388034,34680,1.7463
15392032,32391,1.6310
15396034,32279,1.6254
15400032,31351,1.5787
15404035,29863,1.5037
15408032,29095,1.4651
15412036,30183,1.5199
15416034,32439,1.6335
15420034,32567,1.6399
15424031,31751,1.5988
15428036,30183,1.5199
15432031,30455,1.5336
15436035,32055,1.6141
15440037,32439,1.6335
15444031,31127,1.5674
15448032,30583,1.5400
15452030,31207,1.5714
15456031,32311,1.6270
15460031,32487,1.6359
15464032,31271,1.5746
15468036,30215,1.5215
15472037,30647,1.5432
15476036,32599,1.6415
15480034,32711,1.6472
15484031,31527,1.5875
15488034,30535,1.5376
15492033,31127,1.5674
15496033,32968,1.6601
15500034,33320,1.6778
15504036,32087,1.6157
15508035,31047,1.5634
15512035,31447,1.5835
15516035,33096,1.6665
15520030,33256,1.6746
15524030,32055,1.6141
15528034,30887,1.5553
15532034,31575,1.5900
15536033,33208,1.6722
15540031,33352,1.6794
15544036,32183,1.6206
15548037,31175,1.5698
15552036,31623,1.5924
15556035,33368,1.6802
15560032,34328,1.7286
15564035,33464,1.6851
15568032,32984,1.6609
15572033,33304,1.6770
15576030,34760,1.7503
15580030,35128,1.7689
15584036,33880,1.7060
15588032,32695,1.6463
15592035,33320,1.6778
15596035,34968,1.7608
15600030,35304,1.7777
15604036,33816,1.7028
15608037,32407,1.6318
15612033,32599,1.6415
15616033,33768,1.7004
15620034,34136,1.7189
15624036,32727,1.6480
15628036,31351,1.5787
15632033,31751,1.5988
15636029,32792,1.6512
15640032,32984,1.6609
15644035,31703,1.5964
15648032,30615,1.5416
15652036,30951,1.5585
15656030,32487,1.6359
15660030,33000,1.6617
15664034,31863,1.6045
15668033,30839,1.5529
15672030,31047,1.5634
15676032,32471,1.6351
15680029,32776,1.6504
15684032,31559,1.5891
15688036,30679,1.5448
15692036,31159,1.5690
15696036,32551,1.6391
15700034,32808,1.6520
15704031,31543,1.5883
15708038,30487,1.5352
15712030,30567,1.5392
15716033,31927,1.6077
15720030,32343,1.6286
15724033,31159,1.5690
15728030,30007,1.5110
15732030,30647,1.5432
15736030,32391,1.6310
15740032,32183,1.6206
15744035,30999,1.5609
15748034,30119,1.5166
15752032,30743,1.5481
15756029,32647,1.6439
15760035,33064,1.6649
15764034,31975,1.6101
15768029,31367,1.5795
15772036,31703,1.5964
15776031,33832,1.7036
15780032,34424,1.7334
15784033,33304,1.6770
15788035,33384,1.6810
15792036,35592,1.7922
15796031,39337,1.9808
15800033,42602,2.1452
15804033,44554,2.2435
15808036,46811,2.3572
15812036,50476,2.5417
15816031,54013,2.7198
15820036,55869,2.8133
15824033,55085,2.7738
15828030,53997,2.7190
15832034,55069,2.7730
15836032,56957,2.8681
15840031,58446,2.9430
15844034,58014,2.9213
15848036,55981,2.8189
15852028,54317,2.7351
15856032,53869,2.7126
15860036,51980,2.6174
15864032,47851,2.4095
15868032,44042,2.2177
15872030,42026,2.1162
15876032,40921,2.0606
15880035,37817,1.9043
15884030,32375,1.6302
15888035,27542,1.3869
15892033,25110,1.2644
15896036,24678,1.2427
15900035,24069,1.2120
15904032,22261,1.1209
15908037,21349,1.0750
15912033,21557,1.0855
15916037,23093,1.1628
15920031,23365,1.1765
15924035,21989,1.1073
15928030,20789,1.0468
15932031,21109,1.0629
15936032,22965,1.1564
15940033,23237,1.1701
15944032,21765,1.0960
15948032,20725,1.0436
15952032,21557,1.0855
15956036,22917,1.1540
15960031,22837,1.1500
15964034,21589,1.0871
15968030,20260,1.0202
15972032,20228,1.0186
15976035,21701,1.0927
15980034,22005,1.1081
15984033,20597,1.0372
15988035,19396,0.9767
15992034,19524,0.9831
15996033,21061,1.0605
16000035,21237,1.0694
16004038,19556,0.9847
16008033,18180,0.9154
16012033,18644,0.9388
16016035,20068,1.0105
16020036,20436,1.0291
16024033,19028,0.9582
16028037,18196,0.9163
16032035,18484,0.9308
16036035,20068,1.0105
16040030,20645,1.0396
16044034,19716,0.9928
16048031,18948,0.9541
16052034,19652,0.9896
16056033,21717,1.0936
16060037,22469,1.1314
16064034,21893,1.1024
16068033,21685,1.0919
16072036,22997,1.1580
16076033,25926,1.3055
16080035,26854,1.3522
16084031,26886,1.3538
16088029,26214,1.3200
16092036,27814,1.4006
16096033,30135,1.5174
16100031,30855,1.5537
16104032,30535,1.5376
16108028,30439,1.5327
16112031,31447,1.5835
16116033,33704,1.6972
16120033,34056,1.7149
16124034,32663,1.6447
16128038,31767,1.5996
16132030,32295,1.6262
16136031,34120,1.7181
16140032,34680,1.7463
16144030,33480,1.6859
16148032,32279,1.6254
16152034,32695,1.6463
16156032,34344,1.7294
16160030,34872,1.7560
16164034,33800,1.7020
16168035,32583,1.6407
16172032,33416,1.6827
16176035,35096,1.7673
16180034,35512,1.7882
16184030,34360,1.7302
16188034,33288,1.6762
16192035,33768,1.7004
16196034,35416,1.7834
16200030,36008,1.8132
16204034,35000,1.7624
16208032,34152,1.7197
16212029,34744,1.7495
16216031,36536,1.8398
16220033,37049,1.8656
16224038,35928,1.8091
16228037,34792,1.7519
16232031,35096,1.7673
16236034,36168,1.8212
16240035,35992,1.8124
16244036,34152,1.7197
16248037,32711,1.6472
16252035,32695,1.6463
16256032,34120,1.7181
16260032,34568,1.7407
16264034,33224,1.6730
16268036,32231,1.6230
16272032,32551,1.6391
16276034,33928,1.7084
16280034,34168,1.7205
16284036,32856,1.6545
16288034,31815,1.6020
16292029,32375,1.6302
16296033,33832,1.7036
16300035,34072,1.7157
16304030,32840,1.6537
16308032,31927,1.6077
16312035,32215,1.6222
16316033,33912,1.7076
16320033,34264,1.7254
16324034,32936,1.6585
16328030,31799,1.6012
16332034,32295,1.6262
16336035,33832,1.7036
16340034,34168,1.7205
16344033,33272,1.6754
16348036,31799,1.6012
16352038,32471,1.6351
16356034,34184,1.7213
16360033,34360,1.7302
16364033,32840,1.6537
16368031,31927,1.6077
16372035,32567,1.6399
16376033,34104,1.7173
16380035,34472,1.7358
16384036,32840,1.6537
16388031,31975,1.6101
16392031,32519,1.6375
16396035,34248,1.7246
16400030,34456,1.7350
16404031,32936,1.6585
16408033,31927,1.6077
16412033,32936,1.6585
16416036,34280,1.7262
16420034,34488,1.7366
16424033,33608,1.6923
16428029,31991,1.6109
16432031,32567,1.6399
16436033,34264,1.7254
16440029,34040,1.7141
16444036,33384,1.6810
16448037,32535,1.6383
16452036,32824,1.6528
16456035,34424,1.7334
16460032,34728,1.7487
16464034,33256,1.6746
16468036,32183,1.6206
16472031,32695,1.6463
16476030,34328,1.7286
16480036,34600,1.7423
16484030,33352,1.6794
16488033,32343,1.6286
16492030,32920,1.6577
16496035,34456,1.7350
16500036,34664,1.7455
16504034,33448,1.6843
16508035,32359,1.6294
16512032,33240,1.6738
16516036,34584,1.7415
16520030,34872,1.7560
16524035,33880,1.7060
16528036,32888,1.6561
16532036,33528,1.6883
16536037,34888,1.7568
16540032,34824,1.7536
16544035,33448,1.6843
16548034,31751,1.5988
16552034,31927,1.6077
16556034,33560,1.6899
16560032,34472,1.7358
16564033,34184,1.7213
16568030,35224,1.7737
16572032,38841,1.9558
16576031,42970,2.1637
16580030,45323,2.2822
16584031,45050,2.2685
16588033,42746,2.1525
16592036,40841,2.0565
16596032,39193,1.9736
16600034,36312,1.8285
16604031,33048,1.6641
16608030,30503,1.5360
16612029,30743,1.5481
16616031,32519,1.6375
16620028,33528,1.6883
16624034,32968,1.6601
16628030,32103,1.6165
16632035,33080,1.6657
16636035,34472,1.7358
16640030,34696,1.7471
16644036,33336,1.6786
16648031,32792,1.6512
16652029,33288,1.6762
16656032,34360,1.7302
16660033,34456,1.7350
16664034,33224,1.6730
16668036,32279,1.6254
16672034,33032,1.6633
16676030,34344,1.7294
16680033,34152,1.7197
16684036,33096,1.6665
16688033,31879,1.6053
16692036,32599,1.6415
16696035,34248,1.7246
16700034,34456,1.7350
16704029,32952,1.6593
16708036,32023,1.6125
16712035,32647,1.6439
16716030,34152,1.7197
16720032,34472,1.7358
16724034,33288,1.6762
16728031,32535,1.6383
16732030,32599,1.6415
16736032,34232,1.7237
16740036,34440,1.7342
16744033,33464,1.6851
16748032,32615,1.6423
16752036,33320,1.6778
16756031,35080,1.7664
16760034,35368,1.7809
16764036,33960,1.7100
16768032,33080,1.6657
16772030,33928,1.7084
16776030,35576,1.7914
16780035,35800,1.8027
16784033,34776,1.7511
16788029,33784,1.7012
16792031,34632,1.7439
16796031,36376,1.8317
16800035,36248,1.8253
16804035,35208,1.7729
16808030,34136,1.7189
16812035,34664,1.7455
16816031,36200,1.8228
16820036,36616,1.8438
16824035,35048,1.7648
16828035,33976,1.7109
16832037,34056,1.7149
16836036,35208,1.7729
16840032,35096,1.7673
16844036,33624,1.6931
16848035,32792,1.6512
16852035,32920,1.6577
16856029,34136,1.7189
16860030,33960,1.7100
16864035,32743,1.6488
16868031,31463,1.5843
16872034,31863,1.6045
16876033,33272,1.6754
16880030,33192,1.6714
16884035,31863,1.6045
16888031,30839,1.5529
16892036,31543,1.5883
16896036,33064,1.6649
16900034,33208,1.6722
16904035,31735,1.5980
16908035,30871,1.5545
16912034,31543,1.5883
16916035,33016,1.6625
16920035,33048,1.6641
16924034,32119,1.6173
16928035,31175,1.5698
16932034,31527,1.5875
16936034,33160,1.6698
16940028,33544,1.6891
16944033,32327,1.6278
16948038,31271,1.5746
16952034,32279,1.6254
16956035,33576,1.6907
16960036,33496,1.6867
16964035,32167,1.6198
16968030,31143,1.5682
16972034,31847,1.6036
16976031,33224,1.6730
16980033,33288,1.6762
16984031,32199,1.6214
16988035,31239,1.5730
16992034,31735,1.5980
16996031,33112,1.6673
17000037,33480,1.6859
17004032,32327,1.6278
17008033,30999,1.5609
17012033,31639,1.5932
17016034,33048,1.6641
17020031,33128,1.6682
17024035,32135,1.6182
17028036,30967,1.5593
17032033,31543,1.5883
17036033,33224,1.6730
17040033,33432,1.6835
17044036,32119,1.6173
17048035,31447,1.5835
17052035,31879,1.6053
17056032,33336,1.6786
17060036,33448,1.6843
17064037,31847,1.6036
17068032,30903,1.5561
17072035,31847,1.6036
17076032,33048,1.6641
17080033,33576,1.6907
17084034,32055,1.6141
17088034,31447,1.5835
17092032,31847,1.6036
17096032,33128,1.6682
17100033,33144,1.6690
17104035,31815,1.6020
17108032,30855,1.5537
17112032,31767,1.5996
17116029,33048,1.6641
17120032,33272,1.6754
17124035,31895,1.6061
17128032,31015,1.5618
17132035,32071,1.6149
17136032,33384,1.6810
17140031,33608,1.6923
17144031,32840,1.6537
17148034,31767,1.5996
17152035,32487,1.6359
17156035,33944,1.7092
17160032,34184,1.7213
17164031,33592,1.6915
17168031,32824,1.6528
17172029,33736,1.6988
17176030,35368,1.7809
17180034,35384,1.7818
17184033,34488,1.7366
17188035,33560,1.6899
17192034,34328,1.7286
17196030,35480,1.7866
17200034,35384,1.7818
17204031,33336,1.6786
17208030,31943,1.6085
17212036,32103,1.6165
17216035,33336,1.6786
17220028,33064,1.6649
17224029,31671,1.5948
17228036,30631,1.5424
17232036,31255,1.5738
17236029,32695,1.6463
17240032,32695,1.6463
17244030,31255,1.5738
17248029,30279,1.5247
17252033,31047,1.5634
17256031,32776,1.6504
17260033,32711,1.6472
17264029,31271,1.5746
17268036,30631,1.5424
17272033,31047,1.5634
17276037,32215,1.6222
17280032,32247,1.6238
17284036,31335,1.5779
17288036,30135,1.5174
17292036,30919,1.5569
17296035,32439,1.6335
17300031,32487,1.6359
17304037,31287,1.5754
17308033,30535,1.5376
17312036,30919,1.5569
17316031,32023,1.6125
17320029,31447,1.5835
17324030,29479,1.4844
17328037,28775,1.4490
17332032,30071,1.5142
17336032,32455,1.6343
17340032,34184,1.7213
17344033,35512,1.7882
17348034,37417,1.8841
17352029,40457,2.0372
17356033,44106,2.2209
17360030,43802,2.2056
17364037,40441,2.0364
17368037,36985,1.8624
17372033,34424,1.7334
17376034,33480,1.6859
17380032,31991,1.6109
17384031,29879,1.5046
17388035,28662,1.4433
17392032,30087,1.5150
17396032,32055,1.6141
17400036,32679,1.6455
17404032,31271,1.5746
17408035,29975,1.5094
17412030,30615,1.5416
17416036,32055,1.6141
17420035,31975,1.6101
17424036,31031,1.5626
17428033,30119,1.5166
17432036,31143,1.5682
17436038,32471,1.6351
17440035,32567,1.6399
17444032,31479,1.5851
17448034,30439,1.5327
17452033,31287,1.5754
17456035,32904,1.6569
17460033,32968,1.6601
17464035,31495,1.5859
17468035,30551,1.5384
17472032,31591,1.5908
17476033,32968,1.6601
17480036,32920,1.6577
17484031,31559,1.5891
17488035,30887,1.5553
17492033,31655,1.5940
17496032,33400,1.6818
17500030,33464,1.6851
17504033,32615,1.6423
17508031,31527,1.5875
17512035,32423,1.6327
17516031,33592,1.6915
17520035,33736,1.6988
17524031,32888,1.6561
17528035,32183,1.6206
17532030,32904,1.6569
17536031,34456,1.7350
17540031,34408,1.7326
17544030,33432,1.6835
17548035,32936,1.6585
17552035,33464,1.6851
17556030,35112,1.7681
17560031,35256,1.7753
17564033,33992,1.7117
17568033,33192,1.6714
17572031,33848,1.7044
17576033,35432,1.7842
17580033,35432,1.7842
17584033,34232,1.7237
17588035,33224,1.6730
17592031,33864,1.7052
17596031,34984,1.7616
17600036,34696,1.7471
17604035,33336,1.6786
17608032,32503,1.6367
17612035,32695,1.6463
17616029,33944,1.7092
17620032,33736,1.6988
17624029,32263,1.6246
17628035,31127,1.5674
17632034,31895,1.6061
17636029,32952,1.6593
17640034,33016,1.6625
17644033,31831,1.6028
17648035,30887,1.5553
17652035,31495,1.5859
17656034,32904,1.6569
17660033,33160,1.6698
17664034,31991,1.6109
17668034,31111,1.5666
17672031,31511,1.5867
17676036,32888,1.6561
17680029,32727,1.6480
17684033,31511,1.5867
17688031,30663,1.5440
17692032,31319,1.5771
17696032,33064,1.6649
17700038,33048,1.6641
17704032,31911,1.6069
17708033,30839,1.5529
17712029,31879,1.6053
17716036,32968,1.6601
17720035,32888,1.6561
17724030,31879,1.6053
17728033,30679,1.5448
17732032,31543,1.5883
17736035,32984,1.6609
17740034,33000,1.6617
17744033,31847,1.6036
17748031,31223,1.5722
17752037,32071,1.6149
17756033,33880,1.7060
17760032,34072,1.7157
17764029,33016,1.6625
17768028,32055,1.6141
17772036,33144,1.6690
17776034,35672,1.7963
17780034,37369,1.8817
17784035,38121,1.9196
17788034,39897,2.0090
17792037,43770,2.2040
17796032,48635,2.4490
17800033,52300,2.6336
17804030,52892,2.6634
17808033,53357,2.6868
17812035,54749,2.7569
17816033,56301,2.8350
17820032,56269,2.8334
17824037,55373,2.7883
17828036,55325,2.7859
17832032,57133,2.8769
17836033,58094,2.9253
17840029,56589,2.8495
17844033,52732,2.6553
17848028,50076,2.5216
17852033,48795,2.4571
17856029,48267,2.4305
17860033,45579,2.2951
17864035,41674,2.0985
17868032,37433,1.8849
17872032,34392,1.7318
17876035,32087,1.6157
17880036,28759,1.4482
17884032,24694,1.2435
17888032,22197,1.1177
17892032,22309,1.1234
17896036,24021,1.2096
17900036,23589,1.1878
17904033,22101,1.1129
17908031,21413,1.0782
17912032,21637,1.0895
17916032,22901,1.1532
17920034,23013,1.1588
17924031,21685,1.0919
17928035,20501,1.0323
17932033,21349,1.0750
17936036,23141,1.1653
17940032,22821,1.1491
17944033,21429,1.0791
17948031,20356,1.0250
17952037,20805,1.0476
17956031,22277,1.1218
17960032,22469,1.1314
17964032,21125,1.0637
17968036,19732,0.9936
17972035,20244,1.0194
17976033,21621,1.0887
17980034,21333,1.0742
17984031,19988,1.0065
17988033,18644,0.9388
17992035,19252,0.9694
17996034,20581,1.0364
18000036,20324,1.0234
18004037,19076,0.9606
18008031,17924,0.9026
18012036,18788,0.9461
18016031,20228,1.0186
18020034,20084,1.0113
18024035,19012,0.9573
18028031,18308,0.9219
18032037,19220,0.9678
18036032,20885,1.0517
18040031,21253,1.0702
18044032,20565,1.0355
18048032,20549,1.0347
18052036,22021,1.1089
18056031,24261,1.2217
18060032,25142,1.2660
18064037,24341,1.2257
18068035,24437,1.2305
18072035,26326,1.3256
18076036,28951,1.4578
18080033,29815,1.5013
18084037,28903,1.4554
18088035,28839,1.4522
18092030,30759,1.5489
18096033,32519,1.6375
18100034,33064,1.6649
18104034,32231,1.6230
18108034,31671,1.5948
18112032,32888,1.6561
18116031,34488,1.7366
18120031,34408,1.7326
18124032,33192,1.6714
18128035,32407,1.6318
18132037,33224,1.6730
18136031,34408,1.7326
18140031,34408,1.7326
18144032,33512,1.6875
18148036,32792,1.6512
18152030,33544,1.6891
18156031,34984,1.7616
18160030,34952,1.7600
18164031,33592,1.6915
18168037,32551,1.6391
18172033,33672,1.6955
18176033,34840,1.7544
18180031,34776,1.7511
18184031,33672,1.6955
18188029,33112,1.6673
18192034,34104,1.7173
18196032,35912,1.8083
18200031,35816,1.8035
18204033,34680,1.7463
18208030,33624,1.6931
18212032,34536,1.7391
18216033,36296,1.8277
18220032,36536,1.8398
18224032,35464,1.7858
18228035,34568,1.7407
18232032,35464,1.7858
18236034,37161,1.8712
18240036,37433,1.8849
18244034,36456,1.8357
18248029,35208,1.7729
18252030,35832,1.8043
18256032,36360,1.8309
18260032,35560,1.7906
18264034,33608,1.6923
18268031,32599,1.6415
18272037,33368,1.6802
18276034,34472,1.7358
18280033,34280,1.7262
18284030,33048,1.6641
18288034,31975,1.6101
18292036,32856,1.6545
18296035,34504,1.7374
18300033,34072,1.7157
18304035,32439,1.6335
18308032,32023,1.6125
18312037,32952,1.6593
18316033,34200,1.7221
18320032,34056,1.7149
18324035,32920,1.6577
18328036,31975,1.6101
18332035,32503,1.6367
18336035,33944,1.7092
18340035,33832,1.7036
18344029,32663,1.6447
18348034,31719,1.5972
18352032,32583,1.6407
18356030,34344,1.7294
18360036,34120,1.7181
18364033,32840,1.6537
18368031,32007,1.6117
18372037,32792,1.6512
18376035,34200,1.7221
18380032,34008,1.7125
18384034,32599,1.6415
18388035,32023,1.6125
18392031,32792,1.6512
18396037,34184,1.7213
18400035,33928,1.7084
18404034,32519,1.6375
18408033,31959,1.6093
18412033,32743,1.6488
18416036,34296,1.7270
18420029,33880,1.7060
18424030,32872,1.6553
18428030,31991,1.6109
18432033,32551,1.6391
18436037,33576,1.6907
18440035,32872,1.6553
18444032,31095,1.5658
18448036,30343,1.5279
18452030,31991,1.6109
18456035,34376,1.7310
18460031,36008,1.8132
18464034,36953,1.8608
18468029,38633,1.9454
18472033,41786,2.1041
18476032,45515,2.2919
18480033,45611,2.2967
18484032,42362,2.1331
18488031,38793,1.9534
18492033,36072,1.8164
18496033,34616,1.7431
18500033,32968,1.6601
18504031,30887,1.5553
18508033,29927,1.5070
18512030,31751,1.5988
18516034,33720,1.6980
18520034,33752,1.6996
18524036,32776,1.6504
18528031,31607,1.5916
18532030,32423,1.6327
18536038,33656,1.6947
18540033,33736,1.6988
18544034,32215,1.6222
18548035,31367,1.5795
18552030,32471,1.6351
18556034,33976,1.7109
18560033,33896,1.7068
18564033,32535,1.6383
18568030,31607,1.5916
18572036,32471,1.6351
18576030,33992,1.7117
18580036,33976,1.7109
18584033,32695,1.6463
18588036,31831,1.6028
18592033,32776,1.6504
18596036,34328,1.7286
18600031,33992,1.7117
18604037,32663,1.6447
18608031,32055,1.6141
18612034,32952,1.6593
18616032,34184,1.7213
18620033,33992,1.7117
18624034,32615,1.6423
18628034,32359,1.6294
18632036,33368,1.6802
18636032,34648,1.7447
18640034,34680,1.7463
18644033,33496,1.6867
18648032,32663,1.6447
18652034,33848,1.7044
18656033,35384,1.7818
18660030,35432,1.7842
18664032,34344,1.7294
18668031,33640,1.6939
18672029,34504,1.7374
18676028,36280,1.8269
18680034,35960,1.8108
18684032,34824,1.7536
18688030,33992,1.7117
18692030,34904,1.7576
18696036,36264,1.8261
18700033,36152,1.8204
